...1,region,country,emissions,type,segment,reason,baseYear,notes
27,Africa,Angola,0.001775954008102417,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
28,Africa,Angola,0.5687333374023438,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
29,Africa,Angola,0.08170992279052734,Other,Total,All,2019-2021,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2022), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J.G.J., Grassi, G., Rossi, S., Vignati, E. (2021), GHG emissions of all world countries - 2021 Report, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/173513, JRC126363; (2022) EDGAR - Emissions Database for Global Atmospheric Research (EDGAR) v7.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: https://edgar.jrc.ec.europa.eu/dataset_ghg70; Climate Watch (2022), Food and Agriculture Organisation of the United Nations (2022). Climate Watch data: Climate Watch, 2022, GHG Emissions, Washington, DC: World Resources Institute. FAO 2022, FAOSTAT Emissions Database. Available at: https://www.climatewatchdata.org/ghg-emissions"
30,Africa,Angola,0.15149404907226563,Waste,Total,All,2019-2021,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2022), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J.G.J., Grassi, G., Rossi, S., Vignati, E. (2021), GHG emissions of all world countries - 2021 Report, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/173513, JRC126363; (2022) EDGAR - Emissions Database for Global Atmospheric Research (EDGAR) v7.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: https://edgar.jrc.ec.europa.eu/dataset_ghg70; Climate Watch (2022), Food and Agriculture Organisation of the United Nations (2022). Climate Watch data: Climate Watch, 2022, GHG Emissions, Washington, DC: World Resources Institute. FAO 2022, FAOSTAT Emissions Database. Available at: https://www.climatewatchdata.org/ghg-emissions"
31,Africa,Benin,0.10569103240966796,Agriculture,Total,All,2019-2021,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2022), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J.G.J., Grassi, G., Rossi, S., Vignati, E. (2021), GHG emissions of all world countries - 2021 Report, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/173513, JRC126363; (2022) EDGAR - Emissions Database for Global Atmospheric Research (EDGAR) v7.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: https://edgar.jrc.ec.europa.eu/dataset_ghg70; Climate Watch (2022), Food and Agriculture Organisation of the United Nations (2022). Climate Watch data: Climate Watch, 2022, GHG Emissions, Washington, DC: World Resources Institute. FAO 2022, FAOSTAT Emissions Database. Available at: https://www.climatewatchdata.org/ghg-emissions"
32,Africa,Benin,0.02461199951171875,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
33,Africa,Benin,9.87560003995895e-5,Energy,Gas pipelines and LNG facilities,Fugitive,2022,Not available
34,Africa,Benin,5.26567995548248e-5,Energy,Gas pipelines and LNG facilities,Vented,2022,Not available
35,Africa,Benin,2.80000008642673e-5,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
36,Africa,Benin,0.0018371274471282958,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
37,Africa,Benin,0.0266285400390625,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
38,Africa,Benin,0.04324774169921875,Other,Total,All,2019-2021,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2022), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J.G.J., Grassi, G., Rossi, S., Vignati, E. (2021), GHG emissions of all world countries - 2021 Report, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/173513, JRC126363; (2022) EDGAR - Emissions Database for Global Atmospheric Research (EDGAR) v7.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: https://edgar.jrc.ec.europa.eu/dataset_ghg70; Climate Watch (2022), Food and Agriculture Organisation of the United Nations (2022). Climate Watch data: Climate Watch, 2022, GHG Emissions, Washington, DC: World Resources Institute. FAO 2022, FAOSTAT Emissions Database. Available at: https://www.climatewatchdata.org/ghg-emissions"
39,Africa,Benin,0.042107372283935546,Waste,Total,All,2019-2021,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2022), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J.G.J., Grassi, G., Rossi, S., Vignati, E. (2021), GHG emissions of all world countries - 2021 Report, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/173513, JRC126363; (2022) EDGAR - Emissions Database for Global Atmospheric Research (EDGAR) v7.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: https://edgar.jrc.ec.europa.eu/dataset_ghg70; Climate Watch (2022), Food and Agriculture Organisation of the United Nations (2022). Climate Watch data: Climate Watch, 2022, GHG Emissions, Washington, DC: World Resources Institute. FAO 2022, FAOSTAT Emissions Database. Available at: https://www.climatewatchdata.org/ghg-emissions"
40,Africa,Botswana,0.09725849151611328,Agriculture,Total,All,2019-2021,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2022), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J.G.J., Grassi, G., Rossi, S., Vignati, E. (2021), GHG emissions of all world countries - 2021 Report, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/173513, JRC126363; (2022) EDGAR - Emissions Database for Global Atmospheric Research (EDGAR) v7.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: https://edgar.jrc.ec.europa.eu/dataset_ghg70; Climate Watch (2022), Food and Agriculture Organisation of the United Nations (2022). Climate Watch data: Climate Watch, 2022, GHG Emissions, Washington, DC: World Resources Institute. FAO 2022, FAOSTAT Emissions Database. Available at: https://www.climatewatchdata.org/ghg-emissions"
41,Africa,Botswana,0.005407999992370605,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
42,Africa,Botswana,1.44058996811509e-5,Energy,Onshore gas,Fugitive,2022,Not available
43,Africa,Botswana,3.1257901340723e-5,Energy,Onshore gas,Vented,2022,Not available
44,Africa,Botswana,8.39999988675117e-5,Energy,Other from coal,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
45,Africa,Botswana,6.615587472915649e-4,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
46,Africa,Botswana,0.006199222564697265,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
47,Africa,Botswana,0.002236912250518799,Other,Total,All,2019-2021,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2022), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J.G.J., Grassi, G., Rossi, S., Vignati, E. (2021), GHG emissions of all world countries - 2021 Report, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/173513, JRC126363; (2022) EDGAR - Emissions Database for Global Atmospheric Research (EDGAR) v7.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: https://edgar.jrc.ec.europa.eu/dataset_ghg70; Climate Watch (2022), Food and Agriculture Organisation of the United Nations (2022). Climate Watch data: Climate Watch, 2022, GHG Emissions, Washington, DC: World Resources Institute. FAO 2022, FAOSTAT Emissions Database. Available at: https://www.climatewatchdata.org/ghg-emissions"
48,Africa,Botswana,0.8434016723632812,Waste,Total,All,2019-2021,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2022), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J.G.J., Grassi, G., Rossi, S., Vignati, E. (2021), GHG emissions of all world countries - 2021 Report, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/173513, JRC126363; (2022) EDGAR - Emissions Database for Global Atmospheric Research (EDGAR) v7.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: https://edgar.jrc.ec.europa.eu/dataset_ghg70; Climate Watch (2022), Food and Agriculture Organisation of the United Nations (2022). Climate Watch data: Climate Watch, 2022, GHG Emissions, Washington, DC: World Resources Institute. FAO 2022, FAOSTAT Emissions Database. Available at: https://www.climatewatchdata.org/ghg-emissions"
49,Africa,Cameroon,0.2795312194824219,Agriculture,Total,All,2019-2021,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2022), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J.G.J., Grassi, G., Rossi, S., Vignati, E. (2021), GHG emissions of all world countries - 2021 Report, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/173513, JRC126363; (2022) EDGAR - Emissions Database for Global Atmospheric Research (EDGAR) v7.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: https://edgar.jrc.ec.europa.eu/dataset_ghg70; Climate Watch (2022), Food and Agriculture Organisation of the United Nations (2022). Climate Watch data: Climate Watch, 2022, GHG Emissions, Washington, DC: World Resources Institute. FAO 2022, FAOSTAT Emissions Database. Available at: https://www.climatewatchdata.org/ghg-emissions"
50,Africa,Cameroon,0.07433999633789062,Energy,Bioenergy,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
51,Africa,Cameroon,0.0019127500057220458,Energy,Gas pipelines and LNG facilities,Fugitive,2022,Not available
52,Africa,Cameroon,0.0010198800563812256,Energy,Gas pipelines and LNG facilities,Vented,2022,Not available
53,Africa,Cameroon,0.004402110099792481,Energy,Offshore gas,Fugitive,2022,Not available
54,Africa,Cameroon,0.00955165958404541,Energy,Offshore gas,Vented,2022,Not available
55,Africa,Cameroon,0.04995370101928711,Energy,Offshore oil,Flared,2022,Not available
56,Africa,Cameroon,0.005083970069885254,Energy,Offshore oil,Fugitive,2022,Not available
57,Africa,Cameroon,0.06887809753417969,Energy,Offshore oil,Vented,2022,Not available
58,Africa,Cameroon,1.206419989466667e-4,Energy,Onshore gas,Fugitive,2022,Not available
59,Africa,Cameroon,2.617689967155456e-4,Energy,Onshore gas,Vented,2022,Not available
60,Africa,Cameroon,0.0010361886024475098,Energy,Other from oil and gas,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
61,Africa,Cameroon,0.216560775756836,Energy,Total,All,2022,"Estimates from end-uses are for 2020 or 2021 (IEA, Greenhouse gas emissions from energy, 2022, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
62,Africa,Cameroon,0.02394275665283203,Other,Total,All,2019-2021,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2022), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J.G.J., Grassi, G., Rossi, S., Vignati, E. (2021), GHG emissions of all world countries - 2021 Report, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/173513, JRC126363; (2022) EDGAR - Emissions Database for Global Atmospheric Research (EDGAR) v7.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: https://edgar.jrc.ec.europa.eu/dataset_ghg70; Climate Watch (2022), Food and Agriculture Organisation of the United Nations (2022). Climate Watch data: Climate Watch, 2022, GHG Emissions, Washington, DC: World Resources Institute. FAO 2022, FAOSTAT Emissions Database. Available at: https://www.climatewatchdata.org/ghg-emissions"
63,Africa,Cameroon,0.19451437377929687,Waste,Total,All,2019-2021,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2022), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J.G.J., Grassi, G., Rossi, S., Vignati, E. (2021), GHG emissions of all world countries - 2021 Report, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/173513, JRC126363; (2022) EDGAR - Emissions Database for Global Atmospheric Research (EDGAR) v7.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: https://edgar.jrc.ec.europa.eu/dataset_ghg70; Climate Watch (2022), Food and Agriculture Organisation of the United Nations (2022). Climate Watch data: Climate Watch, 2022, GHG Emissions, Washington, DC: World Resources Institute. FAO 2022, FAOSTAT Emissions Database. Available at: https://www.climatewatchdata.org/ghg-emissions"
